No.,Application,Organization,time,Critical (7-10),Severe (4-6),Moderate (1-3),Policy,Component,Threat,Policy/Action,Constraint Name,Condition,CVE
297,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
298,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
299,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
300,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
301,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-cp311-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
302,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp310-cp310-macosx_11_0_arm64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
303,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp311-cp311-musllinux_1_2_aarch64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
304,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
305,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
306,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
307,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
308,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
309,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
310,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
311,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
312,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
313,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
314,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp311-cp311-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
315,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp39-cp39-win_amd64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
316,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313t-macosx_11_0_arm64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
317,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp310-cp310-macosx_10_9_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
318,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
319,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
320,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
321,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
322,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
323,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
324,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
325,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
326,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
327,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
328,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp39-cp39-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
329,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp310-cp310-manylinux2014_aarch64.manylinux_2_17_aarch64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
330,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
331,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
332,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
333,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
334,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
335,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
336,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
337,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
338,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
339,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
340,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp312-cp312-manylinux2014_aarch64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
341,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313-manylinux_2_17_x86_64.manylinux2014_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
342,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
343,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
344,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
345,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
346,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
347,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
348,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
349,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
350,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
351,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
352,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-none-macosx_11_0_arm64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
353,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp39-cp39-macosx_11_0_arm64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
354,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313t-macosx_10_13_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
355,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp39-cp39-manylinux2014_aarch64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
356,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Component-End of Life,trio-websocket 0.11.1 (.tar.gz),8,QUALITY-Critical,Component has reached its end of life,Component status is End-of-Life (EOL),
357,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313t-musllinux_1_2_aarch64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
358,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp311-cp311-manylinux2014_aarch64.manylinux_2_17_aarch64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
359,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp312-cp312-macosx_11_0_arm64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
360,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Architecture-Quality,PySocks (py3-none-any) 1.7.1 (.whl),1,QUALITY-Moderate,Version is old,Found component older than 5 years,
361,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp311-cp311-macosx_10_9_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
362,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp312-cp312-macosx_10_9_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
363,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,js-tokens : 4.0.0,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
364,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,value-equal : 1.0.1,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
365,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,object-assign : 4.1.1,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
366,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Security-Low,react-dom : 18.2.0,3,Security-Moderate,Low risk CVSS score,Found security vulnerability sonatype-2017-0717 with severity >= 0 (severity = 2.1) | Found security vulnerability sonatype-2017-0717 with severity < 4 (severity = 2.1),
367,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,history : 4.10.1,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
368,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Security-Medium,@babel/runtime : 7.24.1,7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-27789 with severity >= 4 (severity = 6.9) | Found security vulnerability CVE-2025-27789 with severity < 7 (severity = 6.9),CVE-2025-27789
369,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Component-End of Life,@types/history : 4.7.11,8,QUALITY-Critical,Component has reached its end of life,Component status is End-of-Life (EOL),
370,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,loose-envify : 1.4.0,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
371,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,react-is : 16.13.1,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
372,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Security-High,path-to-regexp : 1.8.0,9,Security-Critical,High risk CVSS score,Found security vulnerability CVE-2024-45296 with severity >= 7 (severity = 8.7) | Found security vulnerability CVE-2024-45296 with severity < 9 (severity = 8.7),CVE-2024-45296
373,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,path-to-regexp : 1.8.0,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
374,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,isarray : 0.0.1,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
375,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,tiny-warning : 1.0.3,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
376,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,resolve-pathname : 3.0.0,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
377,vintage-adventure__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,3,0,12,Architecture-Quality,hoist-non-react-statics : 3.3.2,1,QUALITY-Moderate,Version is old,Found component older than 5 years,
