No.,Application,Organization,time,Critical (7-10),Severe (4-6),Moderate (1-3),Policy,Component,Threat,Policy/Action,Constraint Name,Condition,CVE
147,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
148,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp310-cp310-win_amd64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
149,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp312-cp312-manylinux1_x86_64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
150,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp313-cp313t-manylinux_2_17_x86_64.manylinux2014_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
151,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp312-cp312-manylinux2014_aarch64.manylinux_2_17_aarch64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
152,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,Jinja2 3.1.5 (.tar.gz),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-27516 with severity >= 4 (severity = 5.4) | Found security vulnerability CVE-2025-27516 with severity < 7 (severity = 5.4),CVE-2025-27516
153,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp38-cp38-macosx_10_13_x86_64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
154,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
155,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
156,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
157,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
158,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
159,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
160,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
161,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
162,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
163,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
164,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp312-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
165,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
166,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
167,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
168,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
169,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
170,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
171,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
172,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
173,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
174,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
175,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp310-cp310-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
176,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp39-cp39-manylinux_2_17_x86_64.manylinux2014_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
177,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp312-cp312-manylinux2014_aarch64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
178,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp312-cp312-macosx_10_13_x86_64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
179,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
180,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
181,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
182,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
183,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
184,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
185,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
186,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
187,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
188,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
189,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp39-cp39-win_amd64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
190,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp311-cp311-manylinux_2_17_x86_64.manylinux2014_x86_64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
191,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
192,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
193,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
194,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
195,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
196,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
197,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
198,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
199,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
200,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
201,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-cp38-manylinux1_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-4287 with severity >= 0 (severity = 3.3) | Found security vulnerability CVE-2025-4287 with severity < 4 (severity = 3.3),CVE-2025-4287
202,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp311-cp311-macosx_11_0_arm64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
203,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp312-cp312-macosx_11_0_arm64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
204,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp39-cp39-macosx_10_13_x86_64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
205,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,opencv-python 4.11.0.86 (.tar.gz),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2020-15250 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2020-15250 with severity < 7 (severity = 5.5),CVE-2020-15250
206,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,h11 0.14.0 (.tar.gz),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-43859 with severity >= 9 (severity = 9.1),CVE-2025-43859
207,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,pandas (cp312-cp312-win_amd64) 2.2.3 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2020-13091 with severity >= 9 (severity = 9.8),CVE-2020-13091
208,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-High,torchvision (cp310-cp310-manylinux2014_aarch64) 0.17.2 (.whl),9,Security-Critical,High risk CVSS score,Found security vulnerability sonatype-2020-0918 with severity >= 7 (severity = 7.1) | Found security vulnerability sonatype-2020-0918 with severity < 9 (severity = 7.1),
209,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,numpy 2.1.1 (.tar.gz),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2018-1999024 with severity >= 4 (severity = 5.4) | Found security vulnerability CVE-2018-1999024 with severity < 7 (severity = 5.4),CVE-2018-1999024
210,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,numpy 2.1.1 (.tar.gz),7,Security-Critical,Medium risk CVSS score,Found security vulnerability sonatype-2023-005049 with severity >= 4 (severity = 5.3) | Found security vulnerability sonatype-2023-005049 with severity < 7 (severity = 5.3),
211,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2024-31584 with severity >= 4 (severity = 6.5) | Found security vulnerability CVE-2024-31584 with severity < 7 (severity = 6.5),CVE-2024-31584
212,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2998 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2998 with severity < 7 (severity = 5.3),CVE-2025-2998
213,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-2999 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-2999 with severity < 7 (severity = 5.3),CVE-2025-2999
214,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3000 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3000 with severity < 7 (severity = 5.3),CVE-2025-3000
215,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3001 with severity >= 4 (severity = 5.3) | Found security vulnerability CVE-2025-3001 with severity < 7 (severity = 5.3),CVE-2025-3001
216,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3121 with severity >= 4 (severity = 5.5) | Found security vulnerability CVE-2025-3121 with severity < 7 (severity = 5.5),CVE-2025-3121
217,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Medium,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),7,Security-Critical,Medium risk CVSS score,Found security vulnerability CVE-2025-3136 with severity >= 4 (severity = 4.6) | Found security vulnerability CVE-2025-3136 with severity < 7 (severity = 4.6),CVE-2025-3136
218,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Critical,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),10,Security-Critical,Critical risk CVSS score,Found security vulnerability CVE-2025-32434 with severity >= 9 (severity = 9.8),CVE-2025-32434
219,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2148 with severity >= 0 (severity = 2.3) | Found security vulnerability CVE-2025-2148 with severity < 4 (severity = 2.3),CVE-2025-2148
220,FixKaohsiung__anmicius0,fb1c4d181a994fddb0744b5f126f74a6,10 hours ago,283,0,78,Security-Low,torch (cp38-none-macosx_10_9_x86_64) 2.2.2 (.whl),3,Security-Moderate,Low risk CVSS score,Found security vulnerability CVE-2025-2149 with severity >= 0 (severity = 2.0) | Found security vulnerability CVE-2025-2149 with severity < 4 (severity = 2.0),CVE-2025-2149
